Age,Department,JobRole,OverTime,BusinessTravel,JobSatisfaction,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,Attrition,event,time
41,Research & Development,Laboratory Technician,Yes,Travel_Rarely,1,3,18,2,No,0,18
36,Research & Development,Laboratory Technician,No,Travel_Rarely,3,3,11,3,No,0,11
19,Sales,Sales Representative,Yes,Travel_Rarely,2,4,1,0,Yes,1,1
20,Research & Development,Laboratory Technician,No,Travel_Rarely,1,3,1,0,Yes,1,1
31,Research & Development,Healthcare Representative,Yes,Travel_Rarely,4,1,9,8,No,0,9
40,Research & Development,Research Scientist,Yes,Travel_Frequently,2,3,1,0,No,0,1
32,Research & Development,Manufacturing Director,No,Travel_Rarely,1,4,8,6,No,0,8
36,Sales,Sales Executive,Yes,Travel_Rarely,4,3,16,3,Yes,1,16
33,Research & Development,Healthcare Representative,No,Travel_Rarely,4,3,5,1,No,0,5
37,Sales,Sales Executive,No,Travel_Rarely,3,1,14,11,Yes,1,14
45,Research & Development,Laboratory Technician,No,Non-Travel,2,2,9,0,No,0,9
29,Sales,Sales Representative,No,Travel_Frequently,4,3,3,0,No,0,3
35,Sales,Sales Executive,No,Travel_Rarely,3,3,5,1,No,0,5
52,Research & Development,Manager,No,Travel_Rarely,4,2,9,7,No,0,9
58,Research & Development,Research Scientist,No,Travel_Rarely,3,3,1,0,Yes,1,1
53,Sales,Manager,No,Travel_Rarely,3,4,17,15,No,0,17
30,Sales,Sales Executive,No,Travel_Rarely,3,4,8,7,No,0,8
38,Sales,Sales Executive,Yes,Non-Travel,4,3,5,1,No,0,5
35,Sales,Sales Executive,No,Travel_Rarely,4,3,10,0,No,0,10
39,Sales,Sales Executive,No,Travel_Rarely,3,3,8,0,No,0,8
40,Sales,Sales Executive,Yes,Non-Travel,2,2,1,0,Yes,1,1
47,Research & Development,Manufacturing Director,Yes,Travel_Frequently,3,4,19,2,No,0,19
36,Sales,Sales Executive,No,Non-Travel,4,3,7,0,No,0,7
31,Research & Development,Research Scientist,Yes,Non-Travel,1,3,3,1,Yes,1,3
33,Sales,Manager,No,Non-Travel,3,3,10,6,No,0,10
29,Research & Development,Research Scientist,Yes,Travel_Rarely,1,3,0,0,Yes,1,0
33,Research & Development,Research Scientist,No,Travel_Rarely,4,3,3,0,No,0,3
45,Research & Development,Laboratory Technician,No,Travel_Rarely,4,3,5,0,No,0,5
50,Research & Development,Research Director,No,Travel_Rarely,4,2,5,1,No,0,5
33,Research & Development,Healthcare Representative,Yes,Travel_Frequently,2,3,6,1,No,0,6
41,Research & Development,Research Director,No,Travel_Frequently,3,4,18,0,No,0,18
27,Research & Development,Laboratory Technician,No,Travel_Rarely,2,3,2,2,No,0,2
45,Research & Development,Laboratory Technician,Yes,Non-Travel,1,3,9,0,No,0,9
47,Sales,Sales Executive,Yes,Travel_Rarely,4,3,9,0,No,0,9
30,Research & Development,Research Scientist,Yes,Travel_Rarely,3,3,5,0,Yes,1,5
50,Research & Development,Manufacturing Director,Yes,Travel_Rarely,3,3,12,1,No,0,12
38,Research & Development,Research Scientist,No,Travel_Frequently,3,2,2,0,No,0,2
46,Research & Development,Manufacturing Director,No,Travel_Rarely,3,3,8,0,No,0,8
24,Research & Development,Manufacturing Director,No,Travel_Rarely,3,3,4,3,No,0,4
35,Research & Development,Laboratory Technician,Yes,Travel_Rarely,2,1,4,0,Yes,1,4
31,Research & Development,Manufacturing Director,No,Travel_Frequently,1,3,4,0,No,0,4
18,Research & Development,Research Scientist,No,Non-Travel,4,3,0,0,No,0,0
54,Research & Development,Manufacturing Director,No,Travel_Rarely,3,3,10,0,No,0,10
35,Research & Development,Healthcare Representative,Yes,Travel_Rarely,3,2,16,10,No,0,16
30,Research & Development,Research Director,Yes,Travel_Rarely,1,2,8,1,No,0,8
20,Research & Development,Research Scientist,Yes,Travel_Rarely,1,3,1,0,Yes,1,1
30,Research & Development,Laboratory Technician,No,Travel_Frequently,2,3,3,1,Yes,1,3
26,Research & Development,Manufacturing Director,No,Travel_Rarely,4,3,8,1,No,0,8
22,Research & Development,Laboratory Technician,No,Travel_Rarely,1,2,4,1,No,0,4
48,Research & Development,Healthcare Representative,No,Travel_Rarely,3,3,2,2,No,0,2
48,Research & Development,Healthcare Representative,No,Travel_Rarely,3,3,15,4,No,0,15
41,Research & Development,Manufacturing Director,No,Travel_Rarely,3,3,2,2,No,0,2
39,Research & Development,Manufacturing Director,No,Travel_Rarely,4,3,21,11,No,0,21
27,Research & Development,Manufacturing Director,No,Travel_Rarely,4,3,3,2,No,0,3
35,Research & Development,Laboratory Technician,No,Travel_Rarely,4,2,3,1,No,0,3
42,Sales,Manager,No,Travel_Rarely,3,4,1,0,No,0,1
50,Research & Development,Laboratory Technician,No,Travel_Rarely,4,3,1,0,No,0,1
59,Research & Development,Manufacturing Director,Yes,Travel_Rarely,4,3,5,4,No,0,5
37,Research & Development,Healthcare Representative,No,Travel_Rarely,2,1,1,0,Yes,1,1
55,Research & Development,Healthcare Representative,Yes,Travel_Frequently,2,3,8,6,No,0,8
41,Research & Development,Research Director,No,Non-Travel,3,3,21,5,No,0,21
38,Sales,Sales Executive,Yes,Travel_Rarely,4,3,1,0,No,0,1
26,Sales,Sales Executive,No,Non-Travel,1,3,2,2,Yes,1,2
52,Sales,Manager,No,Travel_Rarely,4,3,32,6,Yes,1,32
44,Sales,Sales Executive,Yes,Travel_Rarely,4,3,12,11,No,0,12
50,Sales,Sales Executive,No,Non-Travel,3,3,18,0,No,0,18
36,Research & Development,Laboratory Technician,No,Travel_Rarely,1,3,17,15,Yes,1,17
39,Research & Development,Manufacturing Director,Yes,Travel_Frequently,1,3,21,2,No,0,21
33,Sales,Sales Representative,No,Non-Travel,4,2,2,2,No,0,2
45,Sales,Manager,No,Travel_Rarely,4,4,9,1,No,0,9
32,Research & Development,Laboratory Technician,No,Non-Travel,3,3,8,7,No,0,8
34,Sales,Sales Executive,No,Travel_Rarely,4,2,15,0,No,0,15
59,Sales,Manager,Yes,Travel_Rarely,4,1,6,0,No,0,6
45,Human Resources,Human Resources,No,Travel_Rarely,2,3,6,0,No,0,6
53,Sales,Sales Executive,No,Travel_Frequently,2,3,15,6,No,0,15
36,Research & Development,Laboratory Technician,No,Travel_Rarely,3,2,1,0,Yes,1,1
26,Research & Development,Research Scientist,Yes,Travel_Frequently,1,3,3,1,Yes,1,3
34,Sales,Sales Representative,Yes,Travel_Rarely,3,3,1,0,No,0,1
28,Sales,Sales Representative,No,Travel_Rarely,2,3,1,0,No,0,1
38,Research & Development,Research Scientist,No,Travel_Frequently,3,3,2,2,No,0,2
50,Research & Development,Research Director,Yes,Travel_Rarely,3,2,8,7,No,0,8
37,Research & Development,Healthcare Representative,No,Travel_Rarely,2,2,4,0,No,0,4
40,Sales,Sales Executive,No,Travel_Rarely,1,2,7,7,No,0,7
26,Research & Development,Research Scientist,No,Travel_Frequently,3,3,5,1,No,0,5
46,Research & Development,Research Director,No,Travel_Rarely,4,3,2,2,No,0,2
54,Sales,Sales Executive,No,Travel_Rarely,3,3,9,7,No,0,9
56,Research & Development,Research Scientist,No,Travel_Frequently,3,3,5,0,No,0,5
36,Research & Development,Manufacturing Director,No,Travel_Rarely,4,2,14,7,No,0,14
55,Research & Development,Manager,No,Non-Travel,1,4,9,6,No,0,9
43,Sales,Sales Executive,No,Travel_Rarely,4,3,1,0,No,0,1
20,Sales,Sales Representative,Yes,Travel_Frequently,4,3,2,0,Yes,1,2
21,Research & Development,Laboratory Technician,No,Travel_Rarely,1,2,1,1,Yes,1,1
46,Research & Development,Research Scientist,Yes,Travel_Rarely,1,3,16,1,No,0,16
51,Research & Development,Research Scientist,Yes,Travel_Rarely,3,4,10,2,Yes,1,10
28,Research & Development,Healthcare Representative,No,Non-Travel,1,2,10,1,Yes,1,10
26,Research & Development,Laboratory Technician,No,Travel_Rarely,1,3,5,1,No,0,5
30,Research & Development,Manufacturing Director,No,Travel_Rarely,1,2,6,0,No,0,6
41,Research & Development,Research Scientist,No,Travel_Rarely,3,3,10,0,No,0,10
38,Research & Development,Healthcare Representative,No,Travel_Rarely,3,2,19,1,No,0,19
40,Research & Development,Healthcare Representative,No,Travel_Rarely,4,3,11,11,No,0,11
27,Research & Development,Laboratory Technician,No,Non-Travel,3,3,3,1,No,0,3
55,Research & Development,Manufacturing Director,No,Travel_Frequently,2,3,3,1,No,0,3
28,Research & Development,Research Scientist,No,Travel_Rarely,3,4,8,1,No,0,8
44,Human Resources,Human Resources,No,Travel_Rarely,1,3,20,3,Yes,1,20
33,Research & Development,Healthcare Representative,No,Travel_Rarely,4,3,3,1,No,0,3
35,Sales,Sales Executive,Yes,Travel_Rarely,1,3,8,4,Yes,1,8
33,Research & Development,Research Scientist,No,Travel_Frequently,3,3,13,3,Yes,1,13
28,Research & Development,Laboratory Technician,No,Travel_Rarely,3,2,4,2,No,0,4
34,Research & Development,Healthcare Representative,No,Travel_Frequently,4,2,6,0,No,0,6
37,Sales,Sales Executive,Yes,Travel_Rarely,4,3,1,0,No,0,1
25,Research & Development,Laboratory Technician,Yes,Travel_Rarely,4,4,7,5,Yes,1,7
26,Research & Development,Laboratory Technician,No,Travel_Rarely,3,2,1,0,Yes,1,1
33,Research & Development,Research Scientist,Yes,Travel_Rarely,2,3,2,2,Yes,1,2
42,Research & Development,Manager,No,Travel_Rarely,1,3,22,13,No,0,22
28,Research & Development,Laboratory Technician,No,Travel_Frequently,2,3,1,0,Yes,1,1
50,Sales,Sales Executive,Yes,Travel_Frequently,3,3,0,0,Yes,1,0
33,Sales,Sales Executive,No,Travel_Frequently,2,3,3,0,No,0,3
34,Research & Development,Research Scientist,No,Non-Travel,4,3,0,0,No,0,0
48,Research & Development,Manager,No,Non-Travel,4,2,5,2,No,0,5
45,Sales,Sales Executive,No,Non-Travel,3,3,15,4,No,0,15
52,Research & Development,Healthcare Representative,No,Travel_Rarely,2,3,8,4,No,0,8
38,Sales,Sales Executive,Yes,Travel_Rarely,3,3,8,2,No,0,8
29,Research & Development,Research Scientist,No,Travel_Rarely,4,3,7,1,No,0,7
28,Research & Development,Manufacturing Director,No,Travel_Rarely,2,2,9,1,No,0,9
46,Sales,Manager,No,Travel_Rarely,3,3,12,4,No,0,12
38,Sales,Sales Executive,No,Travel_Rarely,2,3,1,0,No,0,1
43,Research & Development,Manufacturing Director,No,Travel_Frequently,1,3,8,0,No,0,8
39,Research & Development,Healthcare Representative,No,Travel_Frequently,4,3,18,11,Yes,1,18
40,Research & Development,Research Director,No,Travel_Rarely,3,4,20,4,No,0,20
21,Research & Development,Research Scientist,Yes,Travel_Rarely,2,4,2,2,No,0,2
39,Research & Development,Laboratory Technician,No,Non-Travel,2,2,5,0,No,0,5
36,Research & Development,Manufacturing Director,No,Non-Travel,4,3,11,0,No,0,11
31,Sales,Sales Representative,No,Travel_Frequently,4,3,2,2,No,0,2
28,Research & Development,Research Scientist,No,Travel_Rarely,2,1,5,0,No,0,5
35,Sales,Sales Executive,No,Travel_Frequently,4,3,5,0,No,0,5
49,Sales,Sales Executive,No,Travel_Rarely,2,3,9,2,No,0,9
34,Research & Development,Manufacturing Director,No,Travel_Frequently,3,2,3,0,No,0,3
29,Research & Development,Research Scientist,No,Travel_Frequently,2,2,7,1,No,0,7
42,Research & Development,Laboratory Technician,No,Travel_Rarely,4,3,1,0,No,0,1
29,Research & Development,Manufacturing Director,Yes,Travel_Rarely,4,2,10,1,No,0,10
38,Human Resources,Human Resources,No,Travel_Rarely,3,4,7,5,No,0,7
28,Research & Development,Research Scientist,Yes,Travel_Frequently,3,3,3,0,No,0,3
18,Research & Development,Laboratory Technician,No,Non-Travel,3,3,0,0,Yes,1,0
33,Sales,Sales Executive,Yes,Travel_Rarely,1,3,5,0,Yes,1,5
41,Research & Development,Laboratory Technician,Yes,Travel_Rarely,4,3,1,0,No,0,1
31,Research & Development,Laboratory Technician,No,Travel_Frequently,3,2,2,2,Yes,1,2
37,Research & Development,Healthcare Representative,No,Travel_Rarely,4,3,6,1,No,0,6
27,Research & Development,Research Scientist,No,Travel_Rarely,3,3,4,2,No,0,4
34,Sales,Sales Executive,No,Travel_Rarely,3,2,6,1,No,0,6
35,Human Resources,Human Resources,No,Travel_Rarely,3,1,5,1,No,0,5
29,Sales,Sales Executive,No,Travel_Rarely,1,1,11,3,Yes,1,11
40,Research & Development,Research Director,No,Travel_Frequently,3,2,18,2,No,0,18
42,Sales,Sales Executive,Yes,Travel_Frequently,1,2,21,13,Yes,1,21
42,Sales,Sales Executive,No,Travel_Rarely,1,4,6,1,No,0,6
35,Research & Development,Laboratory Technician,No,Travel_Rarely,3,3,8,1,No,0,8
24,Research & Development,Laboratory Technician,No,Travel_Rarely,2,3,4,1,No,0,4
28,Research & Development,Laboratory Technician,Yes,Travel_Rarely,4,2,1,0,Yes,1,1
26,Research & Development,Laboratory Technician,No,Travel_Rarely,4,3,8,0,No,0,8
30,Sales,Sales Executive,No,Travel_Rarely,3,3,10,1,No,0,10
40,Research & Development,Research Scientist,Yes,Travel_Frequently,4,1,1,0,No,0,1
35,Research & Development,Manufacturing Director,No,Travel_Rarely,2,4,7,6,No,0,7
34,Research & Development,Healthcare Representative,No,Travel_Frequently,1,3,13,4,No,0,13
35,Research & Development,Laboratory Technician,No,Travel_Frequently,4,4,2,2,No,0,2
43,Sales,Sales Executive,No,Travel_Rarely,3,2,4,1,Yes,1,4
32,Sales,Sales Representative,No,Non-Travel,1,3,1,0,No,0,1
56,Research & Development,Manager,No,Travel_Rarely,1,3,5,4,No,0,5
29,Research & Development,Laboratory Technician,No,Travel_Rarely,4,3,10,0,No,0,10
19,Research & Development,Research Scientist,No,Travel_Rarely,1,3,1,0,No,0,1
45,Research & Development,Research Scientist,Yes,Travel_Rarely,3,2,3,0,No,0,3
37,Research & Development,Manufacturing Director,No,Travel_Rarely,4,2,14,3,No,0,14
20,Research & Development,Laboratory Technician,No,Travel_Rarely,3,2,2,1,No,0,2
44,Research & Development,Research Scientist,Yes,Travel_Rarely,3,3,6,0,Yes,1,6
53,Research & Development,Manager,No,Travel_Rarely,3,3,7,4,No,0,7
29,Research & Development,Research Scientist,Yes,Travel_Rarely,4,2,5,1,No,0,5
22,Research & Development,Research Scientist,Yes,Travel_Frequently,4,3,0,0,Yes,1,0
46,Sales,Manager,No,Travel_Rarely,1,3,26,15,No,0,26
44,Research & Development,Research Scientist,No,Non-Travel,3,3,0,0,No,0,0
33,Human Resources,Human Resources,No,Travel_Rarely,3,3,5,1,No,0,5
41,Research & Development,Research Scientist,No,Non-Travel,1,1,1,0,Yes,1,1
30,Sales,Sales Executive,No,Travel_Rarely,1,3,4,0,No,0,4
40,Sales,Sales Executive,No,Travel_Frequently,2,3,0,0,No,0,0
50,Research & Development,Manager,No,Travel_Frequently,1,3,2,2,No,0,2
28,Research & Development,Laboratory Technician,No,Travel_Rarely,1,3,6,3,No,0,6
46,Research & Development,Research Director,No,Travel_Rarely,2,3,4,0,No,0,4
35,Sales,Sales Executive,Yes,Travel_Rarely,1,3,7,1,No,0,7
24,Research & Development,Laboratory Technician,No,Travel_Rarely,2,1,1,0,Yes,1,1
33,Sales,Sales Executive,No,Travel_Frequently,3,2,10,0,No,0,10
36,Research & Development,Laboratory Technician,No,Travel_Rarely,3,3,7,1,No,0,7
30,Research & Development,Laboratory Technician,No,Travel_Rarely,3,2,10,8,No,0,10
44,Research & Development,Research Scientist,No,Travel_Rarely,4,3,20,13,No,0,20
20,Sales,Sales Representative,No,Travel_Rarely,4,3,2,2,No,0,2
46,Research & Development,Manufacturing Director,No,Travel_Rarely,4,2,6,1,No,0,6
42,Human Resources,Human Resources,No,Non-Travel,1,4,4,0,No,0,4
60,Sales,Sales Executive,Yes,Travel_Rarely,4,3,11,1,No,0,11
32,Research & Development,Laboratory Technician,No,Travel_Frequently,2,3,2,2,No,0,2
32,Research & Development,Research Scientist,Yes,Travel_Frequently,3,3,8,0,No,0,8
36,Research & Development,Manufacturing Director,Yes,Travel_Rarely,1,3,7,7,No,0,7
33,Research & Development,Research Scientist,No,Travel_Rarely,4,3,14,4,No,0,14
40,Sales,Sales Executive,No,Travel_Rarely,2,4,5,1,No,0,5
25,Sales,Sales Executive,No,Travel_Rarely,4,3,4,1,No,0,4
30,Research & Development,Research Scientist,Yes,Travel_Rarely,2,3,11,5,No,0,11
42,Research & Development,Research Director,Yes,Travel_Frequently,1,3,1,0,No,0,1
35,Sales,Sales Executive,Yes,Non-Travel,4,2,13,4,No,0,13
27,Research & Development,Research Scientist,Yes,Travel_Rarely,1,2,9,6,No,0,9
54,Research & Development,Manufacturing Director,No,Travel_Frequently,3,1,5,1,No,0,5
44,Research & Development,Research Scientist,No,Travel_Rarely,4,3,10,7,No,0,10
19,Research & Development,Research Scientist,Yes,Non-Travel,2,4,1,0,Yes,1,1
29,Research & Development,Research Scientist,No,Travel_Rarely,4,3,3,1,No,0,3
54,Research & Development,Research Director,No,Travel_Rarely,4,3,10,0,No,0,10
31,Research & Development,Healthcare Representative,Yes,Travel_Rarely,1,2,6,0,No,0,6
31,Research & Development,Healthcare Representative,No,Travel_Rarely,1,3,10,1,No,0,10
59,Sales,Sales Executive,No,Travel_Rarely,4,3,6,0,No,0,6
43,Research & Development,Research Director,No,Travel_Rarely,4,3,8,0,No,0,8
49,Research & Development,Manager,No,Travel_Rarely,3,4,1,0,No,0,1
36,Research & Development,Research Scientist,No,Travel_Frequently,2,2,11,0,No,0,11
48,Research & Development,Laboratory Technician,No,Travel_Rarely,2,2,1,0,No,0,1
27,Research & Development,Research Scientist,No,Travel_Rarely,3,3,5,0,No,0,5
29,Research & Development,Healthcare Representative,Yes,Travel_Rarely,4,3,6,1,No,0,6
48,Research & Development,Research Director,No,Travel_Rarely,4,4,1,0,No,0,1
29,Research & Development,Research Director,No,Travel_Rarely,4,2,7,1,No,0,7
34,Research & Development,Research Scientist,No,Travel_Rarely,3,2,1,0,No,0,1
44,Sales,Manager,No,Travel_Rarely,2,3,22,3,No,0,22
33,Sales,Sales Executive,Yes,Travel_Rarely,3,3,9,0,No,0,9
19,Research & Development,Research Scientist,Yes,Travel_Rarely,4,3,1,0,No,0,1
23,Research & Development,Research Scientist,No,Travel_Rarely,3,3,1,0,No,0,1
25,Sales,Sales Representative,Yes,Travel_Frequently,4,3,1,1,Yes,1,1
26,Research & Development,Research Scientist,Yes,Travel_Rarely,4,2,8,2,No,0,8
45,Sales,Manager,Yes,Travel_Rarely,2,3,24,1,Yes,1,24
55,Research & Development,Healthcare Representative,Yes,Non-Travel,2,3,33,15,No,0,33
21,Research & Development,Laboratory Technician,No,Travel_Frequently,3,1,2,2,Yes,1,2
46,Sales,Manager,No,Travel_Rarely,2,3,11,0,No,0,11
34,Sales,Sales Executive,Yes,Travel_Rarely,1,3,3,0,No,0,3
51,Sales,Manager,Yes,Travel_Frequently,2,2,29,11,No,0,29
59,Research & Development,Manufacturing Director,No,Travel_Rarely,4,2,9,5,No,0,9
34,Research & Development,Laboratory Technician,No,Travel_Frequently,2,4,11,5,No,0,11
28,Research & Development,Laboratory Technician,Yes,Travel_Frequently,3,2,4,0,No,0,4
44,Research & Development,Manager,No,Travel_Rarely,1,2,25,14,No,0,25
34,Human Resources,Human Resources,No,Travel_Frequently,2,4,10,1,No,0,10
35,Research & Development,Research Scientist,Yes,Travel_Rarely,3,3,3,2,No,0,3
42,Research & Development,Research Scientist,Yes,Travel_Rarely,2,3,1,0,No,0,1
43,Sales,Sales Executive,No,Travel_Rarely,4,4,21,15,No,0,21
36,Research & Development,Manufacturing Director,Yes,Travel_Rarely,2,3,16,5,No,0,16
44,Research & Development,Healthcare Representative,No,Travel_Rarely,4,3,10,0,Yes,1,10
28,Research & Development,Laboratory Technician,Yes,Travel_Frequently,4,3,2,2,No,0,2
51,Research & Development,Laboratory Technician,No,Travel_Frequently,3,2,7,7,No,0,7
30,Research & Development,Manufacturing Director,Yes,Non-Travel,3,3,8,1,No,0,8
29,Research & Development,Laboratory Technician,Yes,Travel_Rarely,3,3,7,7,Yes,1,7
28,Research & Development,Research Scientist,No,Travel_Rarely,1,2,3,1,No,0,3
25,Research & Development,Research Scientist,No,Travel_Rarely,2,2,2,2,No,0,2
32,Sales,Sales Executive,No,Travel_Rarely,4,4,10,0,No,0,10
45,Research & Development,Manager,No,Travel_Frequently,2,3,0,0,No,0,0
39,Research & Development,Manager,Yes,Travel_Rarely,2,3,19,15,No,0,19
58,Research & Development,Research Scientist,No,Travel_Rarely,3,3,2,2,No,0,2
32,Research & Development,Laboratory Technician,No,Travel_Rarely,3,3,10,1,Yes,1,10
39,Research & Development,Research Scientist,No,Travel_Rarely,1,3,5,0,Yes,1,5
30,Research & Development,Laboratory Technician,No,Travel_Rarely,4,3,9,6,No,0,9
36,Research & Development,Healthcare Representative,No,Travel_Rarely,3,3,7,1,No,0,7
46,Human Resources,Human Resources,No,Travel_Rarely,1,4,7,5,No,0,7
28,Research & Development,Laboratory Technician,No,Non-Travel,4,3,9,7,No,0,9
50,Research & Development,Research Director,Yes,Travel_Rarely,1,3,3,1,No,0,3
40,Sales,Sales Executive,Yes,Travel_Rarely,2,3,5,1,Yes,1,5
52,Sales,Sales Executive,Yes,Travel_Rarely,2,2,8,7,Yes,1,8
30,Research & Development,Manager,Yes,Travel_Rarely,1,3,9,0,No,0,9
39,Research & Development,Manufacturing Director,No,Travel_Rarely,3,3,8,1,No,0,8
31,Sales,Sales Executive,Yes,Non-Travel,3,2,10,9,No,0,10
41,Sales,Sales Executive,No,Non-Travel,2,3,19,11,No,0,19
31,Sales,Sales Representative,Yes,Travel_Frequently,2,4,3,2,Yes,1,3
44,Research & Development,Laboratory Technician,No,Travel_Rarely,1,4,3,1,Yes,1,3
42,Research & Development,Manager,Yes,Non-Travel,3,2,20,2,No,0,20
55,Research & Development,Manager,No,Travel_Rarely,3,3,19,9,No,0,19
56,Human Resources,Manager,No,Travel_Rarely,2,3,7,7,No,0,7
40,Research & Development,Research Scientist,No,Non-Travel,3,3,4,0,No,0,4
34,Research & Development,Healthcare Representative,No,Travel_Rarely,4,2,9,1,No,0,9
40,Research & Development,Research Scientist,No,Travel_Rarely,4,3,9,8,No,0,9
41,Sales,Sales Executive,No,Travel_Frequently,1,3,9,1,No,0,9
35,Research & Development,Research Scientist,Yes,Travel_Frequently,3,3,9,1,No,0,9
51,Human Resources,Manager,Yes,Travel_Rarely,2,3,33,0,No,0,33
38,Sales,Sales Executive,No,Travel_Rarely,1,3,7,1,No,0,7
34,Sales,Sales Executive,No,Travel_Rarely,1,4,10,9,No,0,10
25,Research & Development,Laboratory Technician,No,Travel_Rarely,4,2,3,1,No,0,3
58,Research & Development,Manufacturing Director,Yes,Travel_Rarely,1,2,10,5,Yes,1,10
40,Research & Development,Laboratory Technician,No,Travel_Rarely,2,3,4,0,No,0,4
36,Sales,Sales Executive,No,Travel_Frequently,1,2,15,6,No,0,15
48,Research & Development,Manufacturing Director,No,Travel_Rarely,4,3,10,0,No,0,10
27,Sales,Sales Representative,No,Travel_Rarely,4,3,1,0,No,0,1
51,Research & Development,Manufacturing Director,No,Travel_Rarely,2,2,5,0,No,0,5
18,Research & Development,Laboratory Technician,No,Non-Travel,4,4,0,0,No,0,0
35,Research & Development,Laboratory Technician,No,Travel_Rarely,4,3,9,0,No,0,9
27,Sales,Sales Executive,No,Travel_Frequently,4,3,6,0,No,0,6
55,Sales,Sales Executive,Yes,Travel_Rarely,3,2,19,3,Yes,1,19
56,Research & Development,Manufacturing Director,Yes,Travel_Rarely,2,3,19,15,No,0,19
34,Research & Development,Research Scientist,No,Non-Travel,3,3,5,0,No,0,5
40,Research & Development,Healthcare Representative,No,Travel_Rarely,3,3,12,11,No,0,12
34,Research & Development,Laboratory Technician,No,Travel_Rarely,3,3,8,7,No,0,8
31,Sales,Sales Representative,No,Travel_Frequently,4,4,1,0,Yes,1,1
35,Sales,Sales Executive,Yes,Travel_Frequently,3,2,4,3,Yes,1,4
38,Research & Development,Research Scientist,No,Travel_Frequently,3,3,4,0,No,0,4
34,Research & Development,Healthcare Representative,No,Travel_Rarely,4,4,14,4,No,0,14
28,Sales,Sales Executive,No,Travel_Rarely,1,3,5,0,No,0,5
31,Research & Development,Manufacturing Director,Yes,Travel_Rarely,3,2,10,6,Yes,1,10
39,Sales,Sales Executive,Yes,Travel_Rarely,4,4,5,1,No,0,5
51,Sales,Sales Executive,No,Travel_Frequently,2,3,4,3,No,0,4
41,Research & Development,Research Scientist,Yes,Travel_Frequently,4,2,6,3,No,0,6
37,Research & Development,Research Scientist,Yes,Travel_Rarely,3,3,6,1,No,0,6
33,Sales,Sales Executive,No,Travel_Frequently,4,4,5,1,No,0,5
32,Sales,Sales Executive,Yes,Travel_Rarely,2,2,3,1,No,0,3
39,Research & Development,Healthcare Representative,No,Non-Travel,3,3,6,0,No,0,6
25,Sales,Sales Executive,No,Travel_Rarely,3,2,3,1,No,0,3
52,Research & Development,Manufacturing Director,Yes,Travel_Frequently,3,2,5,0,No,0,5
43,Research & Development,Research Scientist,Yes,Travel_Rarely,3,1,20,1,No,0,20
27,Sales,Sales Executive,Yes,Travel_Rarely,4,3,6,4,No,0,6
27,Research & Development,Research Scientist,Yes,Travel_Rarely,3,3,8,7,Yes,1,8
26,Research & Development,Research Scientist,No,Travel_Rarely,4,3,4,1,No,0,4
42,Human Resources,Manager,No,Travel_Rarely,1,3,20,0,No,0,20
52,Research & Development,Laboratory Technician,No,Travel_Rarely,1,1,5,0,No,0,5
37,Research & Development,Laboratory Technician,No,Travel_Rarely,3,3,3,0,No,0,3
35,Research & Development,Manufacturing Director,No,Travel_Frequently,4,3,2,2,No,0,2
25,Research & Development,Laboratory Technician,No,Travel_Rarely,4,2,3,0,No,0,3
26,Research & Development,Laboratory Technician,No,Travel_Rarely,1,3,7,0,No,0,7
29,Human Resources,Human Resources,No,Travel_Rarely,1,2,10,0,No,0,10
49,Research & Development,Laboratory Technician,No,Travel_Frequently,1,3,4,1,Yes,1,4
29,Research & Development,Healthcare Representative,Yes,Travel_Frequently,4,3,8,7,Yes,1,8
54,Research & Development,Research Director,No,Travel_Rarely,4,2,20,12,No,0,20
58,Research & Development,Research Director,Yes,Travel_Rarely,1,3,9,1,No,0,9
55,Research & Development,Research Director,No,Travel_Rarely,4,4,7,0,No,0,7
36,Sales,Sales Executive,Yes,Travel_Rarely,2,3,5,0,No,0,5
31,Sales,Sales Representative,No,Travel_Frequently,3,3,1,0,Yes,1,1
30,Sales,Sales Executive,No,Travel_Rarely,1,3,3,0,No,0,3
31,Research & Development,Research Director,No,Travel_Rarely,2,4,3,1,No,0,3
34,Research & Development,Research Scientist,No,Travel_Frequently,1,3,4,1,No,0,4
31,Research & Development,Research Scientist,No,Travel_Rarely,2,4,1,0,Yes,1,1
27,Research & Development,Laboratory Technician,No,Travel_Rarely,1,4,5,1,No,0,5
36,Research & Development,Laboratory Technician,No,Travel_Rarely,4,2,10,1,No,0,10
36,Sales,Sales Executive,No,Travel_Rarely,1,2,3,0,No,0,3
47,Research & Development,Research Scientist,No,Travel_Rarely,4,2,6,1,No,0,6
25,Sales,Sales Representative,No,Travel_Rarely,1,3,3,2,Yes,1,3
37,Research & Development,Laboratory Technician,No,Non-Travel,3,1,6,1,No,0,6
56,Research & Development,Research Scientist,No,Travel_Rarely,1,4,3,1,No,0,3
47,Research & Development,Research Director,No,Travel_Rarely,3,4,20,5,No,0,20
24,Sales,Sales Executive,Yes,Travel_Rarely,3,3,5,0,No,0,5
32,Sales,Sales Executive,No,Travel_Rarely,4,2,4,0,No,0,4
34,Research & Development,Laboratory Technician,No,Travel_Rarely,2,2,5,0,No,0,5
41,Research & Development,Research Scientist,Yes,Travel_Rarely,3,2,4,0,No,0,4
